timestamp,heartrate,steps,calories,gsr,skintemp,airtemp
"2016-05-27 00:00:00",80,0,0.9,5.27E-5,87.8,83.3
"2016-05-27 00:01:00",82,0,1,5.33E-5,87.8,82.4
"2016-05-27 00:02:00",77,0,1,5.51E-5,88.7,83.3
"2016-05-27 00:03:00",82,0,1.1,5.24E-5,87.8,83.3
"2016-05-27 00:04:00",85,0,1.1,5.36E-5,88.7,83.3
"2016-05-27 00:05:00",85,0,1,5.24E-5,88.7,84.2
"2016-05-27 00:06:00",86,0,1.2,5.21E-5,88.7,84.2
"2016-05-27 00:07:00",86,0,1.2,5.57E-5,89.6,85.1
"2016-05-27 00:08:00",82,0,1.2,5.33E-5,88.7,84.2
"2016-05-27 00:09:00",76,0,1,5.21E-5,88.7,84.2
"2016-05-27 00:10:00",83,0,1,5.3E-5,88.7,84.2
"2016-05-27 00:11:00",85,0,1.1,5.7E-5,88.7,84.2
"2016-05-27 00:12:00",90,0,1.2,5.27E-5,89.6,85.1
"2016-05-27 00:13:00",87,0,1.1,5.36E-5,89.6,86
"2016-05-27 00:14:00",86,0,1.1,5.45E-5,89.6,86
"2016-05-27 00:15:00",88,0,1.2,5.36E-5,89.6,86
"2016-05-27 00:16:00",87,0,1.2,7.99E-5,89.6,86
"2016-05-27 00:17:00",93,0,1.3,8.3E-5,90.5,86.9
"2016-05-27 00:18:00",85,0,1.2,6.84E-5,90.5,86.9
"2016-05-27 00:19:00",90,0,1.2,6.23E-5,90.5,88.7
"2016-05-27 00:20:00",93,20,1.6,5.73E-5,91.4,87.8
"2016-05-27 00:21:00",107,80,3.6,5.33E-5,91.4,87.8
"2016-05-27 00:22:00",114,55,4.1,5.42E-5,90.5,86
"2016-05-27 00:23:00",119,38,4,5.3E-5,89.6,85.1
"2016-05-27 00:24:00",87,0,1.1,5.51E-5,88.7,82.4
"2016-05-27 00:25:00",85,0,1.2,5.3E-5,87.8,83.3
"2016-05-27 00:26:00",85,0,1.2,9.12E-5,88.7,84.2
"2016-05-27 00:27:00",87,0,1.2,7.03E-5,88.7,85.1
"2016-05-27 00:28:00",88,0,1.2,8.3E-5,88.7,85.1
"2016-05-27 00:29:00",88,0,1.3,7.15E-5,89.6,86
"2016-05-27 00:30:00",89,0,1.3,6.16E-5,89.6,86
"2016-05-27 00:31:00",90,0,1.2,7.85E-5,90.5,86.9
"2016-05-27 00:32:00",86,0,1.1,5.63E-5,90.5,86.9
"2016-05-27 00:33:00",89,0,1.5,5.89E-5,90.5,86.9
"2016-05-27 00:34:00",91,0,1.3,5.33E-5,90.5,86.9
