timestamp,heartrate,steps,calories,gsr,skintemp,airtemp
"2016-04-26 00:00:00",69,0,1,8.39E-5,89.6,86
"2016-04-26 00:01:00",67,0,1,8.73E-5,89.6,86
"2016-04-26 00:02:00",66,0,1,8.63E-5,89.6,86
"2016-04-26 00:03:00",67,0,1.1,9.22E-5,89.6,86
"2016-04-26 00:04:00",69,0,1.1,9.86E-5,89.6,86
"2016-04-26 00:05:00",64,0,1,8.73E-5,89.6,86
"2016-04-26 00:06:00",66,0,1.1,8.39E-5,89.6,86
"2016-04-26 00:07:00",70,0,1,7.85E-5,89.6,86
"2016-04-26 00:08:00",69,0,1.1,8.21E-5,89.6,86
"2016-04-26 00:09:00",65,0,1,8.26E-5,89.6,86.9
"2016-04-26 00:10:00",67,0,1,8.3E-5,89.6,87.8
"2016-04-26 00:11:00",70,0,1.1,8.44E-5,90.5,88.7
"2016-04-26 00:12:00",67,0,1,9.32E-5,90.5,89.6
"2016-04-26 00:13:00",68,0,1,9.02E-5,90.5,89.6
"2016-04-26 00:14:00",68,0,1.1,9.64E-5,91.4,91.4
"2016-04-26 00:15:00",64,0,1,9.97E-5,91.4,92.3
"2016-04-26 00:16:00",65,0,1,9.91E-5,92.3,93.2
"2016-04-26 00:17:00",67,0,1.1,9.97E-5,93.2,93.2
"2016-04-26 00:18:00",67,0,1,0.000101,93.2,93.2
"2016-04-26 00:19:00",66,0,1,0.000106,93.2,94.1
"2016-04-26 00:20:00",73,0,1.1,0.000104,94.1,94.1
"2016-04-26 00:21:00",67,0,1,0.0001,94.1,94.1
"2016-04-26 00:22:00",67,0,1,9.91E-5,94.1,93.2
"2016-04-26 00:23:00",70,0,1.1,0.0001,94.1,93.2
"2016-04-26 00:24:00",70,0,1,9.97E-5,94.1,93.2
"2016-04-26 00:25:00",65,0,1,0.000102,94.1,92.3
"2016-04-26 00:26:00",65,0,1.1,0.000102,93.2,90.5
"2016-04-26 00:27:00",65,0,1,0.000101,93.2,89.6
"2016-04-26 00:28:00",66,0,1,9.97E-5,92.3,89.6
"2016-04-26 00:29:00",67,0,1.1,0.000101,92.3,89.6
"2016-04-26 00:30:00",67,0,1,0.000107,92.3,89.6
"2016-04-26 00:31:00",67,0,1,0.000109,92.3,89.6
"2016-04-26 00:32:00",67,0,1.1,7.9E-5,92.3,89.6
"2016-04-26 00:33:00",71,0,1,5.86E-5,92.3,88.7
"2016-04-26 00:34:00",68,0,1.1,5.6E-5,91.4,88.7
"2016-04-26 00:35:00",68,0,1,5.76E-5,91.4,87.8
"2016-04-26 00:36:00",71,0,1,5.7E-5,91.4,87.8
"2016-04-26 00:37:00",73,0,1.1,5.79E-5,90.5,86.9
"2016-04-26 00:38:00",68,0,1,5.79E-5,90.5,87.8
"2016-04-26 00:39:00",68,0,1,5.73E-5,90.5,86.9
"2016-04-26 00:40:00",68,0,1.1,5.83E-5,90.5,86.9
"2016-04-26 00:41:00",75,14,1.1,5.73E-5,90.5,86.9
"2016-04-26 00:42:00",71,0,1,6.02E-5,90.5,88.7
"2016-04-26 00:43:00",67,0,1,6.51E-5,90.5,90.5
"2016-04-26 00:44:00",71,0,1,6.36E-5,91.4,91.4
"2016-04-26 00:45:00",67,0,1.1,6.44E-5,92.3,92.3
"2016-04-26 00:46:00",70,0,1,6.23E-5,92.3,92.3
"2016-04-26 00:47:00",71,0,1.1,5.89E-5,93.2,90.5
"2016-04-26 00:48:00",69,0,1,6.26E-5,92.3,89.6
"2016-04-26 00:49:00",70,0,1.1,6.12E-5,92.3,88.7
