timestamp,heartrate,steps,calories,gsr,skintemp,airtemp
"2016-05-01 00:00:00",74,0,0.9,5.27E-5,87.8,84.2
"2016-05-01 00:01:00",76,0,1.1,5.24E-5,87.8,84.2
"2016-05-01 00:02:00",79,0,1,5.33E-5,87.8,84.2
"2016-05-01 00:03:00",78,0,1.1,5.33E-5,87.8,84.2
"2016-05-01 00:04:00",80,0,1.2,5.48E-5,87.8,85.1
"2016-05-01 00:05:00",71,0,1,5.33E-5,88.7,86
"2016-05-01 00:06:00",73,0,1.1,5.42E-5,88.7,85.1
"2016-05-01 00:07:00",78,0,1,5.36E-5,88.7,85.1
"2016-05-01 00:08:00",79,0,1.1,5.45E-5,88.7,85.1
"2016-05-01 00:09:00",75,0,1.1,5.27E-5,88.7,84.2
"2016-05-01 00:10:00",77,0,1,5.33E-5,88.7,84.2
"2016-05-01 00:11:00",68,0,1,5.19E-5,87.8,84.2
"2016-05-01 00:12:00",71,0,1.1,5.21E-5,87.8,84.2
"2016-05-01 00:13:00",71,0,1,5.21E-5,87.8,84.2
"2016-05-01 00:14:00",72,0,1,5.19E-5,87.8,84.2
"2016-05-01 00:15:00",78,0,1.1,5.21E-5,87.8,83.3
"2016-05-01 00:16:00",83,0,1.1,5.21E-5,87.8,83.3
"2016-05-01 00:17:00",80,31,1.2,5.21E-5,87.8,83.3
"2016-05-01 00:18:00",96,0,1.9,5.39E-5,87.8,83.3
"2016-05-01 00:19:00",81,0,1.2,5.39E-5,87.8,83.3
"2016-05-01 00:20:00",74,0,1.1,5.45E-5,87.8,83.3
"2016-05-01 00:21:00",70,0,1,5.39E-5,87.8,83.3
"2016-05-01 00:22:00",68,0,1,5.33E-5,87.8,83.3
"2016-05-01 00:23:00",71,0,1.1,5.39E-5,87.8,83.3
"2016-05-01 00:24:00",67,0,1,5.36E-5,87.8,83.3
"2016-05-01 00:25:00",68,0,1,5.33E-5,87.8,83.3
"2016-05-01 00:26:00",66,0,1.1,5.45E-5,87.8,83.3
"2016-05-01 00:27:00",66,0,1,5.42E-5,87.8,84.2
"2016-05-01 00:28:00",66,0,1,5.36E-5,87.8,84.2
"2016-05-01 00:29:00",67,0,1.1,5.33E-5,87.8,84.2
"2016-05-01 00:30:00",70,0,1.1,5.39E-5,87.8,84.2
"2016-05-01 00:31:00",75,0,1,5.3E-5,87.8,84.2
"2016-05-01 00:32:00",67,6,1,5.3E-5,87.8,84.2
"2016-05-01 00:33:00",78,8,1.2,5.33E-5,87.8,86
"2016-05-01 00:34:00",69,0,1,5.39E-5,88.7,86
"2016-05-01 00:35:00",64,0,1.1,5.36E-5,88.7,85.1
"2016-05-01 00:36:00",67,0,1,5.42E-5,87.8,85.1
"2016-05-01 00:37:00",65,0,1,5.27E-5,87.8,85.1
"2016-05-01 00:38:00",65,0,1.1,5.27E-5,87.8,85.1
"2016-05-01 00:39:00",67,0,1,5.6E-5,87.8,86.9
"2016-05-01 00:40:00",69,0,1.1,5.63E-5,88.7,88.7
"2016-05-01 00:41:00",75,0,1.1,6.06E-5,89.6,89.6
"2016-05-01 00:42:00",70,0,1,5.76E-5,90.5,90.5
"2016-05-01 00:43:00",65,0,1,5.76E-5,90.5,91.4
"2016-05-01 00:44:00",65,0,1.1,6.8E-5,91.4,92.3
"2016-05-01 00:45:00",60,0,1,6.4E-5,91.4,92.3
"2016-05-01 00:46:00",64,0,1,6.29E-5,92.3,93.2
"2016-05-01 00:47:00",65,0,1.1,6.09E-5,92.3,93.2
"2016-05-01 00:48:00",63,0,1,6.26E-5,92.3,93.2
"2016-05-01 00:49:00",64,0,1,6.12E-5,93.2,93.2
"2016-05-01 00:50:00",60,0,1.1,5.86E-5,93.2,93.2
"2016-05-01 00:51:00",61,0,1,5.83E-5,93.2,92.3
"2016-05-01 00:52:00",66,0,1,5.92E-5,93.2,92.3
"2016-05-01 00:53:00",66,0,1.1,6.06E-5,93.2,92.3
"2016-05-01 00:54:00",63,0,1,6.16E-5,93.2,92.3
"2016-05-01 00:55:00",61,0,1,5.92E-5,93.2,92.3
"2016-05-01 00:56:00",64,0,1.1,6.26E-5,93.2,92.3
"2016-05-01 00:57:00",59,0,1,6.23E-5,93.2,92.3
"2016-05-01 00:58:00",60,0,1,6.23E-5,93.2,92.3
"2016-05-01 00:59:00",60,0,1.1,6.26E-5,93.2,92.3
"2016-05-01 01:00:00",60,0,1,6.19E-5,93.2,92.3
"2016-05-01 01:01:00",60,0,1,6.09E-5,93.2,92.3
"2016-05-01 01:02:00",60,0,1.1,6.29E-5,93.2,92.3
"2016-05-01 01:03:00",60,0,1,6.29E-5,93.2,92.3
"2016-05-01 01:04:00",60,0,1,6.29E-5,93.2,92.3
"2016-05-01 01:05:00",61,0,1.1,6.26E-5,93.2,92.3
"2016-05-01 01:06:00",60,0,1,6.19E-5,93.2,92.3
"2016-05-01 01:07:00",60,0,1,6.26E-5,93.2,92.3
"2016-05-01 01:08:00",61,0,1,6.26E-5,93.2,92.3
"2016-05-01 01:09:00",62,0,1.1,6.26E-5,93.2,92.3
"2016-05-01 01:10:00",62,0,1,6.23E-5,93.2,92.3
"2016-05-01 01:11:00",64,0,1,5.99E-5,93.2,92.3
"2016-05-01 01:12:00",64,0,1.1,5.96E-5,93.2,92.3
"2016-05-01 01:13:00",64,0,1,6.29E-5,93.2,92.3
"2016-05-01 01:14:00",63,0,1,6.02E-5,93.2,92.3
"2016-05-01 01:15:00",64,0,1.1,6.02E-5,93.2,92.3
"2016-05-01 01:16:00",64,0,1,6.02E-5,93.2,92.3
"2016-05-01 01:17:00",65,0,1,6.33E-5,93.2,92.3
"2016-05-01 01:18:00",64,0,1.1,5.99E-5,93.2,92.3
"2016-05-01 01:19:00",64,0,1,6.06E-5,93.2,93.2
"2016-05-01 01:20:00",64,0,1,6.33E-5,93.2,93.2
"2016-05-01 01:21:00",65,0,1.1,6.36E-5,93.2,93.2
"2016-05-01 01:22:00",65,0,1,6.09E-5,93.2,93.2
"2016-05-01 01:23:00",65,0,1,6.16E-5,93.2,93.2
"2016-05-01 01:24:00",65,0,1.1,6.12E-5,93.2,93.2
"2016-05-01 01:25:00",66,0,1,6.36E-5,94.1,93.2
"2016-05-01 01:26:00",67,0,1,5.89E-5,94.1,93.2
"2016-05-01 01:27:00",67,0,1,6.4E-5,94.1,93.2
"2016-05-01 01:28:00",67,0,1.1,6.16E-5,94.1,93.2
"2016-05-01 01:29:00",67,0,1,5.96E-5,94.1,93.2
"2016-05-01 01:30:00",65,0,1,6.19E-5,94.1,93.2
"2016-05-01 01:31:00",67,0,1.1,6.51E-5,94.1,93.2
"2016-05-01 01:32:00",66,0,1,5.99E-5,94.1,93.2
"2016-05-01 01:33:00",67,0,1,6.54E-5,94.1,93.2
